"IdOffer","title","name","location","level","req","contract","link"
"9781","IT Project Manager SAP","ORH Assessment","AM Procurement","Bac +5 et plus - Formation spécialisée","sap","CDI","/offre-emploi-it-project-manager-sap---am-procurement-recrutement-orh-assessment-kenitra-130440.html"
"9778","Data Owner","Maroc Climate and Security (MCS) - Carrier","Casablanca","Bac +5 et plus","agile","CDI","/offre-emploi-data-owner-recrutement-maroc-climate-and-security-mcs---carrier-casablanca-130459.html"
"9777","Cloud Builder H/F","McDonald's Maroc","Casablanca","Bac +5 et plus - Ecole d'ingénieur","python , postgresql , aws , kubernetes , jenkins , bash","CDI","/offre-emploi-cloud-builder-hf-recrutement-mcdonalds-maroc-casablanca-129673.html"
"9775","Front End Developer H/F","McDonald's Maroc","Casablanca","Bac +5 et plus - Ecole d'ingénieur","angular , javascript , js , git , react , nodejs , flutter , scrum","CDI","/offre-emploi-front-end-developer-hf-recrutement-mcdonalds-maroc-casablanca-129689.html"
"9776","Global Technology Specialist H/F","McDonald's Maroc","Casablanca","Bac +5 et plus - Ecole d'ingénieur","sql , java , javascript , php , python , docker , aws , azure , kubernetes , jira","CDI","/offre-emploi-global-technology-specialist-hf-recrutement-mcdonalds-maroc-casablanca-129605.html"
"9773","Ingénieur Etudes Développement Java JEE Angular (H/F)",,"France","Bac +5 et plus","sql , java , jee , hibernate , angular , vuejs , react , maven , spring , uml","CDI","/offre-emploi-ingenieur-etudes-developpement-java-jee-angular-hf---france-recrutement-confidentiel-lyon-130463.html"
"9774","Ingénieur Etudes Développement .Net Angular (H/F)",,"France","Bac +5 et plus","sql , angular , html , css , oracle , jquery , boostrap , vuejs , react","CDI","/offre-emploi-ingenieur-etudes-developpement-.net-angular-hf---france-recrutement-confidentiel-lyon-130462.html"
"9761","Ingénieur systèmes et réseaux",,"Casablanca","Bac +5 et plus - Ecole d'ingénieur","sql , oracle , sap , sql server","CDI","/offre-emploi-ingenieur-systemes-et-reseaux-recrutement-confidentiel-casablanca-130585.html"
"9765","Consultant Test Fonctionnel","Capgemini","Rabat","Bac +5 et plus","jira , agile","CDI","/offre-emploi-consultant-test-fonctionnel-recrutement-capgemini-rabat-130526.html"
"9766","Analyste (Kotlin android mobile) (H/F)","CGI Technologies et Solutions Maroc","Casablanca","Bac +5 et plus","sql , kotlin","CDI","/offre-emploi-analyste-kotlin-android-mobile-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-130525.html"
"9767","Analyste (Xamarin android mobile) (H/F)","CGI Technologies et Solutions Maroc","Casablanca","Bac +5 et plus","sql , xamarin","CDI","/offre-emploi-analyste-xamarin-android-mobile-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-130523.html"
"9768","Site Reliability Engineer","CGI Technologies et Solutions Maroc","Rabat","Bac +5 et plus","java , oracle , python , git , docker , kafka , azure , kubernetes , unix , linux , bash","CDI","/offre-emploi-site-reliability-engineer-recrutement-cgi-technologies-et-solutions-maroc-rabat-130500.html"
"9769","Data Analyst H/F","McDonald's Maroc","Casablanca","Bac +5 et plus - Ecole d'ingénieur","sql , java , python , plsql , aws , hadoop , spark","CDI","/offre-emploi-data-analyst-hf-recrutement-mcdonalds-maroc-casablanca-129606.html"
"9771","Ingénieurs DevOps (H/F)",,"France","Bac +5 et plus","java , maven , apache , tomcat , jenkins , linux","CDI","/offre-emploi-ingenieurs-devops-hf---france-recrutement-confidentiel-lyon-130465.html"
"9772","Ingénieur Etudes Développement Front",,"End (H/F)","Bac +5 et plus","html , css , javascript , jquery , vuejs , reactjs","CDI","/offre-emploi-ingenieur-etudes-developpement-front-end-hf---france-recrutement-confidentiel-lyon-130464.html"
"9759","Candidature Spontanée Développeurs Expérimentés",,"Tétouan",,"agile","CDI","/offre-emploi-candidature-spontanee-developpeurs-experimentes-recrutement-ntt-data-tetouan---casablanca-130274.html"
"9758","Consultant interne ERP / HR access","Altados","MON","Bac +5 et plus","sql , java , sql server","CDI","/offre-emploi-consultant-interne-erp-hr-access--mon--recrutement-altados-casablanca-129219.html"
"9756","Ingénieur J2EE/MOBILE (H/F)",,"Rabat","Bac +5 et plus - Ecole d'ingénieur","oracle , php , plsql","CDI","/offre-emploi-ingenieur-j2eemobile-hf-recrutement-confidentiel-rabat-130675.html"
"9750","Développeur full stack",,"Casablanca","Bac +5 et plus - Ecole d'ingénieur","sql , angular , git , xamarin , sql server","CDI","/offre-emploi-developpeur-full-stack-recrutement-dekra-casablanca-130754.html"
"9752","Ingénieur développeur fullstack junior","Altados","Casablanca","Bac +5 et plus","java , angular , php , angularjs , reactjs , j2ee , nodejs","CDI","/offre-emploi-ingenieur-developpeur-fullstack-junior-recrutement-altados-casablanca-130736.html"
"9753","Chef de projet Java JEE","CGI Technologies et Solutions Maroc","Rabat","Bac +5 et plus","java , jee","CDI","/offre-emploi-chef-de-projet-java-jee-recrutement-cgi-technologies-et-solutions-maroc-rabat-130725.html"
"9754","IT Project Manager SAP","ORH Assessment","AM Supply Chain & Logistic","Bac +5 et plus - Formation spécialisée","sap","CDI","/offre-emploi-it-project-manager-sap---am-supply-chain-logistic-recrutement-orh-assessment-kenitra-130469.html"
"9755","Administrateur Systèmes et Réseau","Leyton","Casablanca","Bac +5 et plus - Master","linux","CDI","/offre-emploi-administrateur-systemes-et-reseau-recrutement-leyton-casablanca-130700.html"
"9748","Consultant SAP BW (H/F)","Atos","Casablanca","Bac +4","sap","CDI","/offre-emploi-consultant-sap-bw-hf-recrutement-atos-casablanca-130779.html"
"9747","Expert JAVA/J2EE PL/SQL (H/F)","CGI Technologies et Solutions Maroc","Casablanca","Bac +5 et plus","oracle , plsql","CDI","/offre-emploi-expert-javaj2ee-plsql-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-130783.html"
"9746","Ingénieur Etude et Développement Dot Net /C# (H/F)","Oceane Consulting","Rabat","Bac +5 et plus","sql , azure , scrum , agile , sql server","CDI","/offre-emploi-ingenieur-etude-et-developpement-dot-net-c-hf-recrutement-oceane-consulting-rabat-130460.html"
"9741","Testeur / Receteur (H/F)","SQLI Maroc","Oujda",,"sql , html , css , mysql , oracle , jquery , js , unix , sql server","CDI","/offre-emploi-testeur-receteur-hf-recrutement-sqli-maroc-oujda-130863.html"
"9744","Consultant Technico","DXC Technology Maroc","fonctionnel Senior dotnet","Bac +5 et plus","java , dotnet , plsql , j2ee","CDI","/offre-emploi-consultant-technico-fonctionnel-senior-dotnet-recrutement-dxc-technology-maroc-technopolis-sala-al-jadidacasanearshore-casablanca-130843.html"
"9730","Expert Technique JAVA/Angular (H/F)","CGI Technologies et Solutions Maroc","Rabat","Bac +5 et plus","sql , java , hibernate , angular , mysql , git , docker , springboot , kubernetes , linux","CDI","/offre-emploi-expert-technique-javaangular-hf-recrutement-cgi-technologies-et-solutions-maroc-rabat-130952.html"
"9731","Chef de projet Java JEE","CGI Technologies et Solutions Maroc","Rabat","Bac +5 et plus","java , jee","CDI","/offre-emploi-chef-de-projet-java-jee-recrutement-cgi-technologies-et-solutions-maroc-rabat-130951.html"
"9732","Consultant Support Applicatif (H/F)","CGI Technologies et Solutions Maroc","Fès",,"linux","CDI","/offre-emploi-consultant-support-applicatif-hf-recrutement-cgi-technologies-et-solutions-maroc-fes-130946.html"
"9734","Ingénieur Système d’Information","ORH Assessment","Casablanca","Bac +5 et plus - Formation spécialisée","linux","CDI","/offre-emploi-ingenieur-systeme-dinformation-recrutement-orh-assessment-casablanca-130911.html"
"9725","Développeur Web (Front","Deloitte Nearshore","end/Fullstack) (H/F)","Bac +5 et plus","java , angular , html , css , html5 , css3 , javascript , vuejs , j2ee","CDI","/offre-emploi-developpeur-web-front-endfullstack-hf-recrutement-deloitte-nearshore-casablanca-130973.html"
"9726","Formateur Mainframe H/F","Groupe Adaming","CASABLANCA","Bac +5 et plus","cobol","CDI","/offre-emploi-formateur-mainframe-hf-recrutement-groupe-adaming-casablanca-130970.html"
"9727","Formateur JAVA JEE H/F","Groupe Adaming","CASABLANCA","Bac +5 et plus","sql , java , jee , angular , javascript , spring , uml , scrum , agile","CDI","/offre-emploi-formateur-java-jee-hf-recrutement-groupe-adaming-casablanca-130969.html"
"9714","Ingénieur Application support Java J2EE confirmé (H/F)","Atos","Casablanca","Bac +4","sql , java , oracle , postgresql , unix , agile","CDI","/offre-emploi-ingenieur-application-support-java-j2ee-confirme-hf-recrutement-atos-casablanca-131098.html"
"9716","Ingénieur études et développement PL/SQL Senior","Altados","MON","Bac +5 et plus","oracle , plsql","CDI","/offre-emploi-ingenieur-etudes-et-developpement-plsql-senior--mon--recrutement-altados-casablanca-131078.html"
"9717","Ms Power Platform developers","Altados","Casablanca","Bac +5 et plus","html , css , javascript , azure , power bi , linux","Freelance","/offre-emploi-ms-power-platform-developers-recrutement-altados-casablanca-131052.html"
"9718","Ingénieur de Production","Sofrecom Services Maroc","Sala al jadida (Technopolis)","Bac +5 et plus","jenkins , jira , linux , scrum","CDI","/offre-emploi-ingenieur-de-production-recrutement-sofrecom-services-maroc-sala-al-jadida-technopolis-131067.html"
"9719","Leader Technique Java Confirmé (H/F)","Atos","Casablanca","Bac +4","sql , java , git , docker , spring , kafka , kubernetes , agile","CDI","/offre-emploi-leader-technique-java-confirme-hf-recrutement-atos-casablanca-131042.html"
"9720","Ingénieur Système Windows","Atos","Casablanca","Bac +5 et plus - Ecole d'ingénieur","aws , azure , bash","CDI","/offre-emploi-ingenieur-systeme-windows-recrutement-atos-casablanca-131041.html"
"9721","Ingénieur SysOps & DevOps (H/F)","Atos","Casablanca","Bac +4 - Master","sql , java , mysql , oracle , apache , jboss , aws , azure , tomcat , unix , linux , bash , sql server","CDI","/offre-emploi-ingenieur-sysops-devops-hf-recrutement-atos-casablanca-131037.html"
"9722","Ingénieur Support Confirmé (H/F)","CGI Technologies et Solutions Maroc","CASABLANCA","Bac +4","sql , plsql , tomcat , sql server","CDI","/offre-emploi-ingenieur-support-confirme-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-131009.html"
"9723","Développeurs .NET Confirmés","Groupe Adaming","CASABLANCA","Bac +5 et plus","sql , css , html5 , javascript , jquery , sql server","CDI","/offre-emploi-developpeurs-.net-confirmes-recrutement-groupe-adaming-casablanca-131007.html"
"9711","Stagiaires informatique","AKKA Technologies","Casablanca","Bac +5 et plus - Master - Ecole d'ingénieur","java , php , react , agile","Stage","/offre-emploi-stagiaires-informatique-recrutement-akka-technologies-casablanca-131128.html"
"9712","Ingénieur Informaticien Etudes & Développement Confirmé H/F",,"Casablanca","Bac +5 et plus - Ecole d'ingénieur","sql , mysql , oracle , php , sql server","CDI","/offre-emploi-ingenieur-informaticien-etudes-developpement-confirme-hf-recrutement-rifl-biometrics-casablanca-131118.html"
"9705","Ingénieur infrastructure Junior","Altados","MON","Bac +5 et plus","sql , java , html , oracle , javascript , php , python","CDI","/offre-emploi-ingenieur-infrastructure-junior--mon--recrutement-altados-casablanca-130925.html"
"9706","Architecte Logiciel","DXC Technology Maroc","Technopolis, Sala Al Jadida/Casanearshore, Casablanca","Bac +4 - Ecole d'ingénieur","java","CDI","/offre-emploi-architecte-logiciel-recrutement-dxc-technology-maroc-technopolis-sala-al-jadidacasanearshore-casablanca-131159.html"
"9701","Expert Technique JAVA/Angular (H/F)","CGI Technologies et Solutions Maroc","Rabat","Bac +5 et plus","sql , java , hibernate , angular , mysql , git , docker , springboot , kubernetes , linux","CDI","/offre-emploi-expert-technique-javaangular-hf-recrutement-cgi-technologies-et-solutions-maroc-rabat-131240.html"
"9709","Stagiaire PFE en Informatique","OBS","Rabat","Bac +5 et plus - Ecole d'ingénieur","agile","CDI","/offre-emploi-stagiaire-pfe-en-informatique-recrutement-obs-rabat-130747.html"
"9707","Administrateur Big Data","Atos","Casablanca","Bac +5 et plus - Master","apache , kafka , hadoop , spark","CDI","/offre-emploi-administrateur-big-data-recrutement-atos-casablanca-131148.html"
"9702","Consultant(e) MicroStrategy","CGI Technologies et Solutions Maroc","Rabat","Bac +5 et plus","sql , oracle , jboss","CDI","/offre-emploi-consultante-microstrategy-recrutement-cgi-technologies-et-solutions-maroc-rabat-131239.html"
"9699","Scrum Master (H/F)","Oceane Consulting","Rabat","Bac +5 et plus - Master","sql , agile","CDI","/offre-emploi-scrum-master-hf-recrutement-oceane-consulting-rabat-131255.html"
"9698","Ingénieur de Production IT ( H/F)",,"Rabat","Bac +5 et plus","sql , oracle , apache , aws , azure , tomcat , linux , agile , sql server","CDI","/offre-emploi-ingenieur-de-production-it-hf-recrutement-confidentiel-rabat-131254.html"
"9697","Architecte logiciel","Altados","Casablanca","Bac +5 et plus","java","CDI","/offre-emploi-architecte-logiciel-recrutement-altados-casablanca-131324.html"
"9694","Ingénieur Exploitation N1","Intelcia ITS","casablanca","Bac +5 et plus","linux","CDI","/offre-emploi-ingenieur-exploitation-n1-recrutement-intelcia-its-casablanca-131404.html"
"9695","Consultant SAP Senior H/F",,"France","Bac +5 et plus","sap","CDI","/offre-emploi-consultant-sap-senior-hf-recrutement-engageo-france-130522.html"
"9689","Consultant HR","Oceane Consulting","Access (H/F)","Bac +5 et plus - Autre","sql , uml","CDI","/offre-emploi-consultant-hr-access-hf-recrutement-oceane-consulting-casablanca-131480.html"
"9693","Expert CFT et Gateway Axway","Sofrecom Services Maroc","Sala al jadida (Technopolis)","Bac +5 et plus","linux , agile","CDI","/offre-emploi-expert-cft-et-gateway-axway-recrutement-sofrecom-services-maroc-sala-al-jadida-technopolis-131432.html"
"9691","Ingénieur développeur .Net Angular Senior","Altados","Casablanca","Bac +5 et plus","sql , jquery , angularjs","CDI","/offre-emploi-ingenieur-developpeur-.net-angular-senior-recrutement-altados-casablanca-131018.html"
"9690","Ingénieur développeur .Net Angular Confirmé","Altados","Casablanca","Bac +5 et plus","sql , jquery , angularjs","CDI","/offre-emploi-ingenieur-developpeur-.net-angular-confirme-recrutement-altados-casablanca-131017.html"
"9687","Développeur PHP","Sofrecom Services Maroc","Elasticsearch","Bac +5 et plus","docker , jira","CDI","/offre-emploi-developpeur-php-elasticsearch-recrutement-sofrecom-services-maroc-casablanca-131484.html"
"9685","Expert Technique JAVA/Angular (H/F)","CGI Technologies et Solutions Maroc","Rabat","Bac +5 et plus","sql , java , hibernate , angular , mysql , git , docker , springboot , kubernetes , linux","CDI","/offre-emploi-expert-technique-javaangular-hf-recrutement-cgi-technologies-et-solutions-maroc-rabat-131501.html"
"9686","Développeur middleware (H/F)","CGI Technologies et Solutions Maroc","Casablanca","Bac +5 et plus","java , python , maven , spring , spring boot , aws , jenkins","CDI","/offre-emploi-developpeur-middleware-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-131486.html"
"9684","Concepteur/Développeur Back","Sofrecom Services Maroc","end, .NET (C# 6.0)","Bac +5 et plus","oracle , plsql","CDI","/offre-emploi-concepteurdeveloppeur-back-end-.net-c-6.0-recrutement-sofrecom-services-maroc-sala-al-jadida-technopolis-131511.html"
"9682","Développeur JAVA BACK","Groupe Adaming","END H/F","Bac +5 et plus","java , jee , springboot , mongodb","CDI","/offre-emploi-developpeur-java-back-end-hf-recrutement-groupe-adaming-casablanca-131523.html"
"9681","Salesforce Consultant","Leyton","Casablanca","Bac +5 et plus - Master","html , css , javascript","CDI","/offre-emploi-salesforce-consultant-recrutement-leyton-casablanca-131527.html"
"9661","Ingénieur Avant","INTM Mediterranée","vente en solutions applicatives et développement informatique (H/F)","Bac +5 et plus - Ecole d'ingénieur","hibernate , php , angularjs , git , spring , j2ee , nodejs , kubernetes","CDI","/offre-emploi-ingenieur-avant-vente-en-solutions-applicatives-et-developpement-informatique-hf-recrutement-intm-mediterranee-rabat-131709.html"
"9664","Data engineer Cloud","Sofrecom Services Maroc","Casablanca","Bac +5 et plus","sql , python , aws , azure , agile","CDI","/offre-emploi-data-engineer-cloud-recrutement-sofrecom-services-maroc-casablanca-131689.html"
"9665","Mobile Developer/ BlockChain","Groupe Adaming","H/F","Bac +5 et plus","react , flutter","CDI","/offre-emploi-mobile-developer-blockchain---hf-recrutement-groupe-adaming-casablanca-131678.html"
"9667","Ingénieur Support N3 (Java/sql)","Sofrecom Services Maroc","Casablanca","Bac +5 et plus","sql , java , jee , hibernate , plsql","CDI","/offre-emploi-ingenieur-support-n3-javasql-recrutement-sofrecom-services-maroc-casablanca-131675.html"
"9671","Ingénieur BI Junior","OBS","Rabat","Bac +5 et plus - Ecole d'ingénieur","sql , oracle , plsql , docker , jenkins , jira , unix , linux , agile","CDI","/offre-emploi-ingenieur-bi-junior-recrutement-obs-rabat-130418.html"
"9672","Ingénieur infrastructure Devops/Docker","OBS","Rabat","Bac +5 et plus","postgresql , nodejs , saas , aws , kubernetes , paas","CDI","/offre-emploi-ingenieur-infrastructure-devopsdocker-recrutement-obs-rabat-130421.html"
"9673","Senior Pentesting Coordinator ( H/F)",,"Rabat","Bac +5 et plus","scrum , agile","CDI","/offre-emploi-senior-pentesting-coordinator-hf-recrutement-confidentiel-rabat-131604.html"
"9677","Assistant Manager Support Applicatif N1","Deloitte Nearshore","N2 (H/F)","Bac +5 et plus","sql , sql server","CDI","/offre-emploi-assistant-manager-support-applicatif-n1-n2-hf-recrutement-deloitte-nearshore-casablanca-131565.html"
"9678","Testeur junior","Altados","MON","Bac +5 et plus - Ecole d'ingénieur","java , javascript , python , groovy , jenkins , agile","CDI","/offre-emploi-testeur-junior--mon--recrutement-altados-casablanca-131553.html"
"9679","Ingénieur Développeur JAVA ( H/F)","Oceane Consulting","Casablanca","Bac +5 et plus","sql , java , angular , git , spring , jira , unix , linux","CDI","/offre-emploi-ingenieur-developpeur-java-hf-recrutement-oceane-consulting-casablanca-131546.html"
"9652","Ingénieur DATA ( H/F)","Label'Vie - Carrefour Market","Casablanca","Bac +4","java , python , git , docker , aws , scala , kubernetes , jenkins , agile","CDI","/offre-emploi-ingenieur-data-hf-recrutement-labelvie---carrefour-market-casablanca-131791.html"
"9656","Ingénieur DevOps Senior","Altados","Casablanca","Bac +5 et plus","java , php , docker , jenkins","CDI","/offre-emploi-ingenieur-devops-senior-recrutement-altados-casablanca-131764.html"
"9657","Data Engineer","Sofrecom Services Maroc","Sala al jadida (Technopolis)","Bac +5 et plus","java , python , kafka , scala , r , unix","CDI","/offre-emploi-data-engineer-recrutement-sofrecom-services-maroc-sala-al-jadida-technopolis-131732.html"
"9651","Ingénieur Développeur Sharepoint (Confirmé)","OBS","Casablanca","Bac +4 - Master - Ecole d'ingénieur","sql , css , javascript , sql server","CDI","/offre-emploi-ingenieur-developpeur-sharepoint-confirme-recrutement-obs-casablanca-131793.html"
"9643","CO LEAD","Altados","CASABLANCA","Bac +5 et plus","sap","CDI","/offre-emploi-co-lead-recrutement-altados-casablanca-131864.html"
