"IdOffer","title","name","location","level","req","contract","link"
"9457","Infrastructure Administrator","ALTEN Maroc","Rabat",,"azure , bash","CDI","/offre-emploi-infrastructure-administrator-recrutement-alten-maroc-rabat-130963.html"
"9455","Auditeur Système d’Information Confirmé (H/F)","Deloitte Nearshore","Casablanca","Bac +5 et plus - Ecole d'ingénieur","sql , oracle , sap , unix , sql server","CDI","/offre-emploi-auditeur-systeme-dinformation-confirme-hf-recrutement-deloitte-nearshore-casablanca-130804.html"
"9453","Senior Cloud Engineer","Deloitte Nearshore","Casablanca","Bac +5 et plus - Ecole d'ingénieur","aws , azure","CDI","/offre-emploi-senior-cloud-engineer-recrutement-deloitte-nearshore-casablanca-130990.html"
"9450","Développeur Java Angular","Sofrecom Services Maroc","Technopolis","Bac +4","sql , java , angular , javascript , python , postgresql , git , docker , spring , kubernetes , jenkins , unix","CDI","/offre-emploi-developpeur-java-angular-recrutement-sofrecom-services-maroc-technopolis-132080.html"
"9452","Cloud Engineer","Deloitte Nearshore","Casablanca","Bac +5 et plus - Ecole d'ingénieur","aws , azure","CDI","/offre-emploi-cloud-engineer-recrutement-deloitte-nearshore-casablanca-131541.html"
"9447","Auditeur Système d’Information Junior (H/F)","Deloitte Nearshore","Casablanca","Bac +5 et plus - Ecole d'ingénieur","sql , oracle , sap , unix , sql server","CDI","/offre-emploi-auditeur-systeme-dinformation-junior-hf-recrutement-deloitte-nearshore-casablanca-132458.html"
"9446","Pilote activités MCO infrastructure Axway","Sofrecom Services Maroc","Sala al jadida (Technopolis)","Bac +5 et plus","linux","CDI","/offre-emploi-pilote-activites-mco-infrastructure-axway-recrutement-sofrecom-services-maroc-sala-al-jadida-technopolis-132461.html"
"9444","Expert Technique PHP Natif (H/F)","SQLI Maroc","Rabat",,"php","CDI","/offre-emploi-expert-technique-php-natif-hf-recrutement-sqli-maroc-rabat-132467.html"
"9445","Testeur Automaticien","DXC Technology Maroc","Technopolis","Bac +4 - Ecole d'ingénieur","sql , uml , scrum , agile","CDI","/offre-emploi-testeur-automaticien-recrutement-dxc-technology-maroc-technopolis---sale-130845.html"
"9443","INGÉNIEUR CONCEPTEUR DÉVELOPPEUR PHP NATIF (H/F)","SQLI Maroc","Rabat",,"php","CDI","/offre-emploi-ingenieur-concepteur-developpeur-php-natif-hf-recrutement-sqli-maroc-rabat-132468.html"
"9440","Expert Technique Drupal","SQLI Maroc","Rabat",,"drupal","CDI","/offre-emploi-expert-technique-drupal-recrutement-sqli-maroc-rabat-132471.html"
"9441","Ingénieur Concepteur Développeur Drupal","SQLI Maroc","Rabat",,"symfony , drupal","CDI","/offre-emploi-ingenieur-concepteur-developpeur-drupal-recrutement-sqli-maroc-rabat-132470.html"
"9437","Ingénieur d'Etudes et Développement Full Stack Java/JEE confirmé (H/F)","OBS","Rabat","Bac +5 et plus","java , angular , mysql , oracle , html5 , git , maven , spring , jenkins","CDI","/offre-emploi-ingenieur-detudes-et-developpement-full-stack-javajee-confirme-hf-recrutement-obs-rabat-132484.html"
"9434","Développeur .NET Confirmé (H/F)","Neosys","Rabat","Bac +5 et plus","html , css , jquery , js , git , react , jira","CDI","/offre-emploi-developpeur-.net-confirme-hf-recrutement-neosys-rabat-132487.html"
"9435","Ingénieur DevOps","Sofrecom Services Maroc","Sala al jadida (Technopolis)","Bac +5 et plus","mysql , python , docker , kubernetes , mariadb , linux","CDI","/offre-emploi-ingenieur-devops-recrutement-sofrecom-services-maroc-sala-al-jadida-technopolis-131859.html"
"9436","Concepteur Développeur Fullstack (Java/Angular)","Sofrecom Services Maroc","Sala al jadida (Technopolis)","Bac +5 et plus","java , angularjs , git , docker , maven , gradle , spring , spring boot , aws , kubernetes , jenkins , paas","CDI","/offre-emploi-concepteur-developpeur-fullstack-javaangular-recrutement-sofrecom-services-maroc-sala-al-jadida-technopolis-131865.html"
"9432","Consultants SAM Anglophones","Deloitte Nearshore","Software Asset Management","Bac +5 et plus - Ecole d'ingénieur","oracle , sap","CDI","/offre-emploi-consultants-sam-anglophones---software-asset-management-recrutement-deloitte-nearshore-casablanca-130839.html"
"9433","Ingénieurs infrastructure","Deloitte Nearshore","( expérience dans l'un des éditeurs Oracle, Microsoft, Adobe, Vmware, SAP, IBM, MicroFocus)","Bac +5 et plus - Ecole d'ingénieur","oracle , sap","CDI","/offre-emploi-ingenieurs-infrastructure---experience-dans-lun-des-editeurs-oracle-microsoft-adobe-vmware-sap-ibm-microfocus-recrutement-deloitte-nearshore-casablanca-130906.html"
"9430","Ingénieur Tests Fonctionnels et Automatisés","ALTEN Maroc","Fès",,"jira , agile","CDI","/offre-emploi-ingenieur-tests-fonctionnels-et-automatises-recrutement-alten-maroc-fes-131002.html"
"9431","Ingénieurs Débutants en Support Infrastructure N1(H/F)","Deloitte Nearshore","Bilingues Français","Bac +5 et plus","mysql , python , postgresql , git , docker , apache , aws , azure , kubernetes , mongodb , jenkins , linux , bash","CDI","/offre-emploi-ingenieurs-debutants-en-support-infrastructure-n1hf---bilingues-francais-anglais-recrutement-deloitte-nearshore-casablanca-131246.html"
"9429","Ingénieur Développeur C","Altados","MON","Bac +5 et plus - Ecole d'ingénieur","mysql , oracle , python","CDI","/offre-emploi-ingenieur-developpeur-c--mon--recrutement-altados-casablanca-132532.html"
"9426","Consultant technique HRaccess","Altados","Casablanca","Bac +5 et plus - Ecole d'ingénieur","sql , java","CDI","/offre-emploi-consultant-technique-hraccess-recrutement-altados-casablanca-131441.html"
"9424","Ingénieur DevOps Senior","Altados","MON","Bac +5 et plus - Ecole d'ingénieur","java , php , docker , jenkins","CDI","/offre-emploi-ingenieur-devops-senior--mon--recrutement-altados-casablanca-130924.html"
"9419","Chef de projet IT / Scrum Master (H/F)","SQLI Maroc","Oujda",,"jira , agile","CDI","/offre-emploi-chef-de-projet-it-scrum-master-hf-recrutement-sqli-maroc-oujda-132516.html"
"9420","Ingénieur IT Business analyst ( Oujda ) (H/F)","SQLI Maroc","Oujda",,"oracle , uml , drupal , sap","CDI","/offre-emploi-ingenieur-it-business-analyst-oujda-hf-recrutement-sqli-maroc-oujda-132515.html"
"9421","Data Engineer Senior","Webhelp Maroc","Rabat","Bac +5 et plus","sql , azure , power bi","CDI","/offre-emploi-data-engineer-senior-recrutement-webhelp-maroc-rabat-131634.html"
"9422","INGÉNIEUR CONCEPTEUR DÉVELOPPEUR PHP (OUJDA) (H/F)","SQLI Maroc","Oujda",,"php","CDI","/offre-emploi-ingenieur-concepteur-developpeur-php-oujda-hf-recrutement-sqli-maroc-oujda-132510.html"
"9418","Expert Technique Drupal ( Oujda )","SQLI Maroc","Oujda",,"drupal","CDI","/offre-emploi-expert-technique-drupal-oujda-recrutement-sqli-maroc-oujda-132517.html"
"9416","Expert Technique Java JEE ( Oujda )","SQLI Maroc","Oujda","Bac +5 et plus","java , hibernate , mysql , oracle , apache , spring , spring cloud , kafka , tomcat , unix , jdbc","CDI","/offre-emploi-expert-technique-java-jee-oujda-recrutement-sqli-maroc-oujda-132519.html"
"9415","Incident Manager","HPS Maroc","Casablanca","Bac +5 et plus - Ecole d'ingénieur","agile","CDI","/offre-emploi-incident-manager-recrutement-hps-maroc-casablanca-132520.html"
"9414","Expert Technique .Net/Angular ( Oujda ) (H/F)","SQLI Maroc","Oujda",,"sql , html5 , css3 , javascript , jquery , reactjs , ssas , sql server","CDI","/offre-emploi-expert-technique-.netangular-oujda-hf-recrutement-sqli-maroc-oujda-132521.html"
"9413","Ingénieur Devops Confirmé","OBS","Rabat","Bac +5 et plus - Ecole d'ingénieur","java , angular , react , docker , maven , spring , spring boot , jpa , jira","CDI","/offre-emploi-ingenieur-devops-confirme-recrutement-obs-rabat-132085.html"
"9410","Expert Oracle ERP/BI","OBS","Rabat","Bac +5 et plus - Ecole d'ingénieur","oracle","CDI","/offre-emploi-expert-oracle-erpbi-recrutement-obs-rabat-130420.html"
"9411","Développeur Fullstack / Scrum master","OBS","Rabat","Bac +5 et plus - Ecole d'ingénieur","java , angular , react , docker , maven , spring , spring boot , jpa , jira","CDI","/offre-emploi-developpeur-fullstack-scrum-master-recrutement-obs-rabat-130423.html"
"9412","Software Engineer","OBS","BigData support","Bac +5 et plus - Ecole d'ingénieur","java , hadoop , linux , agile","CDI","/offre-emploi-software-engineer---bigdata-support-recrutement-obs-rabat-130450.html"
"9407","Développeur Front End","OBS","Rabat","Bac +5 et plus - Ecole d'ingénieur","jira , agile","CDI","/offre-emploi-developpeur-front-end-recrutement-obs-rabat-131639.html"
"9408","Développeur Full Stack Java/Angular Confirmé","OBS","Rabat","Bac +5 et plus","sql , angular , css , oracle , html5 , git , docker , maven , spring , jenkins , jira , scrum , agile , type script , sql server","CDI","/offre-emploi-developpeur-full-stack-javaangular-confirme-recrutement-obs-rabat-130419.html"
"9409","Ingénieur et Intégrateur support Applicatif","OBS","Rabat","Bac +5 et plus","java , oracle , postgresql , kubernetes , linux , bash","CDI","/offre-emploi-ingenieur-et-integrateur-support-applicatif-recrutement-obs-rabat-130978.html"
"9406","Business Analyst","OBS","Rabat","Bac +5 et plus - Ecole d'ingénieur","sql , oracle , javascript , git , jira , agile","CDI","/offre-emploi-business-analyst-recrutement-obs-rabat-131616.html"
"9404","Développeur Mobile Android (Kotlin) (H/F)","TNC The Next Clic","Casablanca","Bac +3","swift , kotlin","CDI","/offre-emploi-developpeur-mobile-android-kotlin-hf-recrutement-tnc-the-next-clic-casablanca-131643.html"
"9403","Chef de projet AMOA (H/F)","TNC The Next Clic","Casablanca","Bac +5 et plus","scrum","CDI","/offre-emploi-chef-de-projet-amoa-hf-recrutement-tnc-the-next-clic-casablanca-131947.html"
"9401","Consultant MSBI","Umanis","Casablanca","Bac +5 et plus","power bi","CDI","/offre-emploi-consultant-msbi-recrutement-umanis-casablanca-132527.html"
"9399","Ingénieur Etudes et Développement PHP Full Stack Sénior (F/H)","Atos","Casablanca","Bac +5 et plus - Master","php , symfony , agile","CDI","/offre-emploi-ingenieur-etudes-et-developpement-php-full-stack-senior-fh-recrutement-atos-casablanca-132526.html"
"9398","Consultant SAP SuccessFactors (H/F)","CGI Technologies et Solutions Maroc","Casablanca","Bac +5 et plus","sap","CDI","/offre-emploi-consultant-sap-successfactors-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-132530.html"
"9395","Ingénieur Etudes et Développement Fullstack .NET / Angular Senior","Umanis","Casablanca","Bac +5 et plus","sql , angular , agile , sql server","CDI","/offre-emploi-ingenieur-etudes-et-developpement-fullstack-.net-angular-senior-recrutement-umanis-casablanca-132537.html"
"9393","Directeur Informatique Technique senior SSII (Business Unit Finance)","Preci","CTO","Bac +5 et plus","java , mysql , oracle , git , apache , spring , spring cloud , springboot , scala , kubernetes , hadoop , spark , yarn , dockers","CDI","/offre-emploi-directeur-informatique-technique-senior-ssii-business-unit-finance--cto---secteur-bancaireedition-de-logiciels---delivery-recrutement-preci-casablanca-132015.html"
"9396","Ingénieur Etudes et Développement .NET senior","Umanis","Casablanca","Bac +5 et plus","sql , html , javascript , ajax , sql server","CDI","/offre-emploi-ingenieur-etudes-et-developpement-.net-senior-recrutement-umanis-casablanca-132073.html"
"9391","Consultant Sage avec Evolution vers poste Sap ou Microsoft","Preci","Casablanca","Bac +5 et plus","sap","CDI","/offre-emploi-consultant-sage-avec-evolution-vers-poste-sap-ou-microsoft-recrutement-preci-casablanca-132314.html"
"9394","SENIOR CONSULTANT FONCTIONNEL OU TECHNIQUE SAP TOUS DOMAINES","Preci","Casablanca","Bac +5 et plus","sap","CDI","/offre-emploi-senior-consultant-fonctionnel-ou-technique-sap-tous-domaines-recrutement-preci-casablanca-132207.html"
"9390","Consultant SAP FICO Confirmé (H/F)","Atos","Casablanca","Bac +4","sap","CDI","/offre-emploi-consultant-sap-fico-confirme-hf-recrutement-atos-casablanca-132293.html"
"9388","Tech Lead Java","OBS","Rabat","Bac +5 et plus - Ecole d'ingénieur","java , hibernate , mysql , oracle , javascript , angularjs , typescript , docker , maven , spring , kubernetes , jenkins , linux","CDI","/offre-emploi-tech-lead-java-recrutement-obs-rabat-132541.html"
"9389","Ingénieur Etude et Développement Java Senior (H/F)","Atos","Casablanca","Bac +5 et plus","java , jee , hibernate , angular , mysql , oracle , vuejs , spring , jpa , unix , agile","CDI","/offre-emploi-ingenieur-etude-et-developpement-java-senior-hf-recrutement-atos-casablanca-131819.html"
"9386","Ingénieur Concepteur Développeur JAVASCRIPT/REACTJS","SQLI Maroc","Rabat",,"angular , javascript , vuejs , reactjs , nodejs","CDI","/offre-emploi-ingenieur-concepteur-developpeur-javascriptreactjs-recrutement-sqli-maroc-rabat-131141.html"
"9387","Ingénieur Concepteur Développeur JavaScript/Angular (H/F)","SQLI Maroc","Rabat",,"angular , javascript , vuejs , reactjs , nodejs","CDI","/offre-emploi-ingenieur-concepteur-developpeur-javascriptangular-hf-recrutement-sqli-maroc-rabat-131883.html"
"9385","Expert Technique Front End (H/F)","SQLI Maroc","Rabat",,"javascript , vuejs , reactjs , nodejs","CDI","/offre-emploi-expert-technique-front-end-hf-recrutement-sqli-maroc-rabat-131143.html"
"9384","Concepteur Développeur NodeJs(H/F)","SQLI Maroc","Rabat",,"javascript , vuejs , reactjs , nodejs","CDI","/offre-emploi-concepteur-developpeur-nodejshf-recrutement-sqli-maroc-rabat-131142.html"
"9381","Développeur","Altados","Casablanca","Bac +5 et plus","python","Freelance","/offre-emploi-developpeur-recrutement-altados-casablanca-132559.html"
"9382","Testeur Informatique Anglophone à Rabat","AXA Rabat (Axa Services)","Salé Technopolis","Bac +4 - Ecole d'ingénieur","agile","CDI","/offre-emploi-testeur-informatique-anglophone-a-rabat-recrutement-axa-rabat-axa-services-sale-technopolis-132554.html"
"9383","Ingénieur Concepteur Développeur JAVASCRIPT/ VUE.JS (H/F)","SQLI Maroc","Rabat","Bac +4","angular , javascript , vuejs , reactjs , nodejs","CDI","/offre-emploi-ingenieur-concepteur-developpeur-javascript-vue.js-hf-recrutement-sqli-maroc-rabat-131140.html"
"9374","Business Analyst BI","Sofrecom Services Maroc","Casablanca","Bac +5 et plus","sql , jira , agile","CDI","/offre-emploi-business-analyst-bi-recrutement-sofrecom-services-maroc-casablanca-132577.html"
"9375","Devops Engineer","Altados","Casablanca","Bac +5 et plus","docker , aws , kubernetes","Freelance","/offre-emploi-devops-engineer-recrutement-altados-casablanca-132558.html"
"9376","Développeur Oracle APEX+ PL/SQL (Casablanca)","Preci","CASABLANCA","Bac +5 et plus","java , oracle , plsql","CDI","/offre-emploi-developpeur-oracle-apex-plsql-casablanca-recrutement-preci-casablanca-132572.html"
"9373","Architecte Applicatif (H/F)","Deloitte Nearshore","casablanca","Bac +5 et plus","azure , paas","CDI","/offre-emploi-architecte-applicatif-hf-recrutement-deloitte-nearshore-casablanca-132583.html"
"9370","Stagiaires (PFE) Ingénieurs Etudes & développement","Perenity Software","Casablanca","Bac +5 et plus - Ecole d'ingénieur - Université","oracle , plsql","Stage","/offre-emploi-stagiaires-pfe-ingenieurs-etudes-developpement-recrutement-perenity-software-casablanca-132601.html"
"9371","Ingénieur DevOps","Sofrecom Services Maroc","Sala al jadida (Technopolis)","Bac +5 et plus","python , git , aws , kubernetes , jira , linux , agile","CDI","/offre-emploi-ingenieur-devops-recrutement-sofrecom-services-maroc-sala-al-jadida-technopolis-132586.html"
"9372","Développeur Full Stack Java/JEE Confirmé","OBS","Rabat","Bac +5 et plus","sql , angular , css , oracle , html5 , git , docker , maven , spring , jenkins , jira , scrum , agile , type script , sql server","CDI","/offre-emploi-developpeur-full-stack-javajee-confirme-recrutement-obs-rabat-132356.html"
"9368","Développeur PHP","Sofrecom Services Maroc","Casablanca","Bac +5 et plus","mysql , php , git , linux , agile","CDI","/offre-emploi-developpeur-php-recrutement-sofrecom-services-maroc-casablanca-132604.html"
"9364","Ingénieur Full Stack Angular / NodeJS","Welink","Rabat Technopolis","Bac +5 et plus","angular , mysql , html5 , javascript , nodejs , uml","Freelance","/offre-emploi-ingenieur-full-stack-angular-nodejs-recrutement-welink-rabat-technopolis-132615.html"
"9365","Data analyst (H/F)","Oceane Consulting","Casablanca","Bac +5 et plus - Ecole d'ingénieur","sql , agile","CDI","/offre-emploi-data-analyst-hf-recrutement-oceane-consulting-casablanca-132611.html"
"9366","Scrum Master Senior","Sofrecom Services Maroc","Casablanca","Bac +5 et plus - Ecole d'ingénieur","scrum","CDI","/offre-emploi-scrum-master-senior-recrutement-sofrecom-services-maroc-casablanca-131568.html"
"9367","Ingénieur d’Exploitation","Sofrecom Services Maroc","Rabat","Bac +5 et plus","mysql , tomcat , linux","CDI","/offre-emploi-ingenieur-dexploitation-recrutement-sofrecom-services-maroc-rabat-132608.html"
"9360","Expert Technique PHP","Intelcia ITS","Rabat","Bac +5 et plus","angular , mysql , php , laravel , reactjs , symfony","CDI","/offre-emploi-expert-technique-php-recrutement-intelcia-its-rabat-132638.html"
"9361","Ingénieur DevOps","Intelcia ITS","Rabat","Bac +5 et plus","docker , kubernetes , linux","CDI","/offre-emploi-ingenieur-devops-recrutement-intelcia-its-rabat-132639.html"
"9354","Ingénieur Concepteur Développeur .Net (H/F)","SQLI Maroc","Rabat",,"html5 , js , azure","CDI","/offre-emploi-ingenieur-concepteur-developpeur-.net-hf-recrutement-sqli-maroc-rabat-130508.html"
"9355","Architecte Technique Microsoft (F/H)","SQLI Maroc","Rabat",,"sql , azure , agile","CDI","/offre-emploi-architecte-technique-microsoft-fh-recrutement-sqli-maroc-rabat-132196.html"
"9356","Ingénieur Concepteur Développeur WPF","SQLI Maroc","Rabat",,"sql , sql server","CDI","/offre-emploi-ingenieur-concepteur-developpeur-wpf-recrutement-sqli-maroc-rabat-130509.html"
"9352","Ingénieur Concepteur Développeur Java JEE (Confirmé/Senior)","SQLI Maroc","Rabat",,"java , angular , git , react , maven , spring , spring boot , nodejs , spring security , jenkins , agile","CDI","/offre-emploi-ingenieur-concepteur-developpeur-java-jee-confirmesenior-recrutement-sqli-maroc-rabat-130510.html"
"9353","Expert Technique Java JEE","SQLI Maroc","Rabat","Bac +5 et plus","java , hibernate , mysql , oracle , apache , spring , spring cloud , kafka , tomcat , unix , jdbc","CDI","/offre-emploi-expert-technique-java-jee-recrutement-sqli-maroc-rabat-130505.html"
"9350","Expert Technique Java JEE","SQLI Maroc","Casablanca","Bac +5 et plus","java , hibernate , mysql , oracle , apache , spring , spring cloud , kafka , tomcat , unix , jdbc","CDI","/offre-emploi-expert-technique-java-jee-recrutement-sqli-maroc-casablanca-132666.html"
"9351","Expert Technique .Net/Angular (H/F)","SQLI Maroc","Rabat",,"sql , html5 , css3 , javascript , jquery , reactjs , ssas , sql server","CDI","/offre-emploi-expert-technique-.netangular-hf-recrutement-sqli-maroc-rabat-130511.html"
"9348","Développeur JAVA/JEE/ANGULAR (Entry level)","Atos","Rabat","Bac +5 et plus - Master","java , jee , angular","Stage","/offre-emploi-developpeur-javajeeangular-entry-level-recrutement-atos-rabat-132668.html"
"9347","Expert Technique Front End (H/F)","SQLI Maroc","Casablanca",,"javascript , vuejs , reactjs , nodejs","CDI","/offre-emploi-expert-technique-front-end-hf-recrutement-sqli-maroc-casablanca-132671.html"
"9344","Ingénieur études et développement JAVA JEE (H/F)","CGI Technologies et Solutions Maroc","Casablanca","Bac +5 et plus","java , jee","CDI","/offre-emploi-ingenieur-etudes-et-developpement-java-jee-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-132677.html"
"9345","Leader Technique Java Fullstack (H/F)","Atos","Casablanca","Bac +5 et plus","java , angular , docker , springboot , kafka , agile","CDI","/offre-emploi-leader-technique-java-fullstack-hf-recrutement-atos-casablanca-132676.html"
"9341","Développeur Python","Sofrecom Services Maroc","Rabat","Bac +5 et plus - Master","python , git , linux","CDI","/offre-emploi-developpeur-python-recrutement-sofrecom-services-maroc-rabat-131579.html"
"9340","Expert Technique JAVA/Angular (H/F)","CGI Technologies et Solutions Maroc","Rabat","Bac +5 et plus","sql , java , hibernate , angular , mysql , git , docker , springboot , kubernetes , linux","CDI","/offre-emploi-expert-technique-javaangular-hf-recrutement-cgi-technologies-et-solutions-maroc-rabat-132699.html"
"9342","Développeur JAVA : Sénior","Sofrecom Services Maroc","Technopolis","Bac +5 et plus","java , angular , javascript , spring , jpa","CDI","/offre-emploi-developpeur-java-senior-recrutement-sofrecom-services-maroc-technopolis-131578.html"
"9339","Développeur Fullstack Javascript (H/F)","CGI Technologies et Solutions Maroc","Rabat","Bac +5 et plus - Ecole d'ingénieur","java , angular , js , git , react , spring , spring boot , node js , tomcat , kubernetes , jira","CDI","/offre-emploi-developpeur-fullstack-javascript-hf-recrutement-cgi-technologies-et-solutions-maroc-rabat-132700.html"
"9337","Consultant React Native","Welink","Freelance","Bac +5 et plus","react","Freelance","/offre-emploi-consultant-react-native---freelance-recrutement-welink-casablanca-131585.html"
"9336","Développeur Senior DotNet","Sofrecom Services Maroc","Casablanca","Bac +5 et plus","sql , html5 , css3 , jquery , angularjs , power bi , sql server","CDI","/offre-emploi-developpeur-senior-dotnet-recrutement-sofrecom-services-maroc-casablanca-131691.html"
"9335","Tech Lead DotNet","Sofrecom Services Maroc","Casablanca","Bac +5 et plus","sql , html5 , css3 , jquery , angularjs , power bi , sql server","CDI","/offre-emploi-tech-lead-dotnet-recrutement-sofrecom-services-maroc-casablanca-131690.html"
"9333","Ingénieur Développeur Oracle PL/SqL C","Altados","Mon","Bac +5 et plus - Ecole d'ingénieur","sql , java , hibernate , oracle , jboss , spring , tomcat , unix","CDI","/offre-emploi-ingenieur-developpeur-oracle-plsql-c-mon--recrutement-altados-casablanca-132712.html"
"9325","Chef de projet monétique Senior","Altados","MON","Bac +5 et plus - Ecole d'ingénieur","java , html , css , javascript , plsql","CDI","/offre-emploi-chef-de-projet-monetique-senior--mon--recrutement-altados-casablanca-131440.html"
"9326","Ingénieur Projet monétique Junior","Altados","MON","Bac +5 et plus - Ecole d'ingénieur","oracle , plsql","CDI","/offre-emploi-ingenieur-projet-monetique-junior--mon--recrutement-altados-casablanca-128625.html"
"9331","Product Owner Agile","OBS","Rabat","Bac +5 et plus - Ecole d'ingénieur","java , angular , scrum , agile","CDI","/offre-emploi-product-owner-agile-recrutement-obs-rabat-131617.html"
"9332","Expert Java J2EE / Angular","Altados","MON","Bac +5 et plus - Ecole d'ingénieur","java , jee , angular , javascript , plsql , spring , spring boot , spring cloud , agile","CDI","/offre-emploi-expert-java-j2ee-angular--mon--recrutement-altados-casablanca-132713.html"
"9330","Référent technique MDM","Sofrecom Services Maroc","Technopolis","Bac +5 et plus","sql , java","CDI","/offre-emploi-referent-technique-mdm-recrutement-sofrecom-services-maroc-technopolis-132720.html"
"9329","Chef de projet PL/SQL","Altados","MON","Bac +5 et plus - Ecole d'ingénieur","oracle , plsql","CDI","/offre-emploi-chef-de-projet-plsql--mon--recrutement-altados-casablanca-131519.html"
"9328","Ingénieur Back","Altados","office Oracle PL/SQL","Bac +5 et plus - Ecole d'ingénieur","oracle , plsql","CDI","/offre-emploi-ingenieur-back-office-oracle-plsql--mon--recrutement-altados-casablanca-132450.html"
"9327","Développeur Angular confirmé","Altados","MON","Bac +5 et plus - Ecole d'ingénieur","sql , angular , html , javascript , plsql","CDI","/offre-emploi-developpeur-angular-confirme--mon--recrutement-altados-casablanca-132390.html"
